entity_id,case_id,sentence_id,type,original_span,normalized_label,start_char,end_char,attributes,rule_id
PMC2817501_01_C0013,PMC2817501_01,6,Exam,Coronary arteriography,coronary arteriography,914,936,"{""assertion"": ""present"", ""gazetteer_term"": ""coronary arteriography""}",gazetteer_exam_v1
PMC2817501_01_C0014,PMC2817501_01,6,Finding,stenosis,stenosis,950,958,"{""assertion"": ""present"", ""gazetteer_term"": ""stenosis""}",gazetteer_finding_v1
PMC2817501_01_C0015,PMC2817501_01,6,AnatomicalSite,LAD,left anterior descending artery,982,985,"{""assertion"": ""present"", ""gazetteer_term"": ""LAD""}",gazetteer_anatomicalsite_v1
PMC2817501_01_C0016,PMC2817501_01,7,Procedure,reoperation,reoperation,1065,1076,"{""assertion"": ""present"", ""gazetteer_term"": ""reoperation""}",gazetteer_procedure_v1
PMC2817501_01_C0017,PMC2817501_01,7,Procedure,double valve replacement,double valve replacement,1080,1104,"{""assertion"": ""present"", ""gazetteer_term"": ""double valve replacement""}",gazetteer_procedure_v1
PMC2817501_01_C0018,PMC2817501_01,9,Procedure,reoperation,reoperation,1415,1426,"{""assertion"": ""present"", ""gazetteer_term"": ""reoperation""}",gazetteer_procedure_v1
PMC2817501_01_C0019,PMC2817501_01,9,AnatomicalSite,mitral valve,mitral valve,1431,1443,"{""assertion"": ""present"", ""gazetteer_term"": ""mitral valve""}",gazetteer_anatomicalsite_v1
PMC2817501_01_C0020,PMC2817501_01,9,Procedure,aortotomy,aortotomy,1517,1526,"{""assertion"": ""present"", ""gazetteer_term"": ""aortotomy""}",gazetteer_procedure_v1
PMC2817501_01_C0021,PMC2817501_01,9,Finding,pannus formation,pannus formation,1607,1623,"{""assertion"": ""present"", ""gazetteer_term"": ""pannus formation""}",gazetteer_finding_v1
PMC2817501_01_C0022,PMC2817501_01,10,Procedure,aortotomy,aortotomy,1657,1666,"{""assertion"": ""present"", ""gazetteer_term"": ""aortotomy""}",gazetteer_procedure_v1
PMC2817501_01_C0023,PMC2817501_01,12,Exam,Echocardiogram,echocardiography,1995,2009,"{""assertion"": ""present"", ""gazetteer_term"": ""echocardiogram""}",gazetteer_exam_v1
PMC11368112_01_C0001,PMC11368112_01,1,Symptom,chest tightness,chest tightness,43,58,"{""assertion"": ""present"", ""gazetteer_term"": ""chest tightness""}",gazetteer_symptom_v1
PMC11368112_01_C0002,PMC11368112_01,1,Symptom,fever,fever,63,68,"{""assertion"": ""present"", ""gazetteer_term"": ""fever""}",gazetteer_symptom_v1
PMC11368112_01_C0003,PMC11368112_01,2,Diagnosis,lower extremity venous thrombosis,lower extremity venous thrombosis,157,190,"{""assertion"": ""present"", ""certainty"": ""confirmed"", ""gazetteer_term"": ""lower extremity venous thrombosis""}",gazetteer_diagnosis_v1
PMC11368112_01_C0004,PMC11368112_01,2,Procedure,surgery,surgery,219,226,"{""assertion"": ""present"", ""gazetteer_term"": ""surgery""}",gazetteer_procedure_v1
PMC11368112_01_C0005,PMC11368112_01,2,Diagnosis,hypertension,hypertension,232,244,"{""assertion"": ""present"", ""certainty"": ""confirmed"", ""gazetteer_term"": ""hypertension""}",gazetteer_diagnosis_v1
PMC11368112_01_C0006,PMC11368112_01,3,Symptom,dyspnea,dyspnea,287,294,"{""assertion"": ""present"", ""gazetteer_term"": ""dyspnea""}",gazetteer_symptom_v1
PMC11368112_01_C0007,PMC11368112_01,3,Symptom,fever,fever,323,328,"{""assertion"": ""present"", ""gazetteer_term"": ""fever""}",gazetteer_symptom_v1
PMC11368112_01_C0008,PMC11368112_01,3,Symptom,chills,chills,333,339,"{""assertion"": ""present"", ""gazetteer_term"": ""chills""}",gazetteer_symptom_v1
PMC11368112_01_C0009,PMC11368112_01,4,Exam,physical examination,physical examination,345,365,"{""assertion"": ""present"", ""gazetteer_term"": ""physical examination""}",gazetteer_exam_v1
PMC11368112_01_C0010,PMC11368112_01,4,Sign,rapid respiration,rapid respiration,405,422,"{""assertion"": ""present"", ""gazetteer_term"": ""rapid respiration""}",gazetteer_sign_v1
PMC11368112_01_C0011,PMC11368112_01,6,Exam,ultrasound,ultrasound,597,607,"{""assertion"": ""present"", ""gazetteer_term"": ""ultrasound""}",gazetteer_exam_v1
PMC11368112_01_C0012,PMC11368112_01,6,Finding,thrombosis,thrombosis,617,627,"{""assertion"": ""present"", ""gazetteer_term"": ""thrombosis""}",gazetteer_finding_v1
PMC11368112_01_C0013,PMC11368112_01,6,AnatomicalSite,common femoral vein,common femoral vein,635,654,"{""assertion"": ""present"", ""gazetteer_term"": ""common femoral vein""}",gazetteer_anatomicalsite_v1
PMC11368112_01_C0014,PMC11368112_01,6,AnatomicalSite,bilateral external iliac veins,bilateral external iliac veins,656,686,"{""assertion"": ""present"", ""gazetteer_term"": ""bilateral external iliac veins""}",gazetteer_anatomicalsite_v1
PMC11368112_01_C0015,PMC11368112_01,6,AnatomicalSite,left superficial femoral vein,left superficial femoral vein,692,721,"{""assertion"": ""present"", ""gazetteer_term"": ""left superficial femoral vein""}",gazetteer_anatomicalsite_v1
PMC11368112_01_C0016,PMC11368112_01,6,AnatomicalSite,lower limbs,lower limbs,730,741,"{""assertion"": ""present"", ""gazetteer_term"": ""lower limbs""}",gazetteer_anatomicalsite_v1
PMC11368112_01_C0017,PMC11368112_01,7,Exam,ECG,electrocardiography,743,746,"{""assertion"": ""present"", ""gazetteer_term"": ""ECG""}",gazetteer_exam_v1
PMC11368112_01_C0018,PMC11368112_01,7,Finding,sinus tachycardia,sinus tachycardia,757,774,"{""assertion"": ""present"", ""gazetteer_term"": ""sinus tachycardia""}",gazetteer_finding_v1
PMC11368112_01_C0019,PMC11368112_01,8,Exam,CTA,computed tomography angiography,786,789,"{""assertion"": ""present"", ""gazetteer_term"": ""CTA""}",gazetteer_exam_v1
PMC11368112_01_C0020,PMC11368112_01,8,Finding,embolism,embolism,800,808,"{""assertion"": ""present"", ""gazetteer_term"": ""embolism""}",gazetteer_finding_v1
PMC11368112_01_C0021,PMC11368112_01,8,AnatomicalSite,lower pulmonary artery branches,lower pulmonary artery branches,817,848,"{""assertion"": ""present"", ""gazetteer_term"": ""lower pulmonary artery branches""}",gazetteer_anatomicalsite_v1
PMC11368112_01_C0022,PMC11368112_01,8,AnatomicalSite,right lower pulmonary artery branch,right lower pulmonary artery branch,871,906,"{""assertion"": ""present"", ""gazetteer_term"": ""right lower pulmonary artery branch""}",gazetteer_anatomicalsite_v1
PMC11368112_01_C0023,PMC11368112_01,8,Finding,exudative changes,exudative changes,912,929,"{""assertion"": ""present"", ""gazetteer_term"": ""exudative changes""}",gazetteer_finding_v1
PMC11368112_01_C0024,PMC11368112_01,8,AnatomicalSite,lower lobes,lower lung lobes,937,948,"{""assertion"": ""present"", ""gazetteer_term"": ""lower lobes""}",gazetteer_anatomicalsite_v1
PMC11368112_01_C0025,PMC11368112_01,8,AnatomicalSite,lungs,lungs,957,962,"{""assertion"": ""present"", ""gazetteer_term"": ""lungs""}",gazetteer_anatomicalsite_v1
PMC11368112_01_C0026,PMC11368112_01,9,Diagnosis,pulmonary embolism,pulmonary embolism,1061,1079,"{""assertion"": ""present"", ""certainty"": ""confirmed"", ""gazetteer_term"": ""pulmonary embolism""}",gazetteer_diagnosis_v1
PMC11368112_01_C0027,PMC11368112_01,10,Symptom,chills,chills,1153,1159,"{""assertion"": ""present"", ""gazetteer_term"": ""chills""}",gazetteer_symptom_v1
PMC11368112_01_C0028,PMC11368112_01,11,Symptom,fever,fever,1253,1258,"{""assertion"": ""present"", ""gazetteer_term"": ""fever""}",gazetteer_symptom_v1
PMC11368112_01_C0029,PMC11368112_01,13,Symptom,fever,fever,1423,1428,"{""assertion"": ""present"", ""gazetteer_term"": ""fever""}",gazetteer_symptom_v1
PMC11368112_01_C0030,PMC11368112_01,13,Procedure,surgery,surgery,1466,1473,"{""assertion"": ""present"", ""gazetteer_term"": ""surgery""}",gazetteer_procedure_v1
PMC11368112_01_C0031,PMC11368112_01,14,Exam,esophageal echocardiogram,transesophageal echocardiography,1564,1589,"{""assertion"": ""present"", ""gazetteer_term"": ""esophageal echocardiogram""}",gazetteer_exam_v1
PMC11368112_01_C0032,PMC11368112_01,14,Finding,hyperechoic right atrium,hyperechoic right atrium,1606,1630,"{""assertion"": ""present"", ""gazetteer_term"": ""hyperechoic right atrium""}",gazetteer_finding_v1
PMC11368112_01_C0033,PMC11368112_01,14,Finding,widened coronary sinus,widened coronary sinus,1638,1660,"{""assertion"": ""present"", ""gazetteer_term"": ""widened coronary sinus""}",gazetteer_finding_v1
PMC11368112_01_C0034,PMC11368112_01,15,Procedure,surgery,surgery,1704,1711,"{""assertion"": ""present"", ""gazetteer_term"": ""surgery""}",gazetteer_procedure_v1
PMC11368112_01_C0035,PMC11368112_01,16,AnatomicalSite,coronary sinus,coronary sinus,1838,1852,"{""assertion"": ""present"", ""gazetteer_term"": ""coronary sinus""}",gazetteer_anatomicalsite_v1
PMC11368112_01_C0036,PMC11368112_01,16,AnatomicalSite,right atrium,right atrium,1860,1872,"{""assertion"": ""present"", ""gazetteer_term"": ""right atrium""}",gazetteer_anatomicalsite_v1
PMC11368112_01_C0037,PMC11368112_01,18,Procedure,surgery,surgery,2129,2136,"{""assertion"": ""present"", ""gazetteer_term"": ""surgery""}",gazetteer_procedure_v1
PMC11368112_01_C0038,PMC11368112_01,18,Diagnosis,tuberculosis,tuberculosis,2149,2161,"{""assertion"": ""present"", ""certainty"": ""suspected"", ""gazetteer_term"": ""tuberculosis""}",gazetteer_diagnosis_v1
PMC11368112_01_C0039,PMC11368112_01,18,Diagnosis,fungal infection,fungal infection,2166,2182,"{""assertion"": ""present"", ""certainty"": ""suspected"", ""gazetteer_term"": ""fungal infection""}",gazetteer_diagnosis_v1
PMC11368112_01_C0040,PMC11368112_01,19,Exam,Physical examination,physical examination,2233,2253,"{""assertion"": ""present"", ""gazetteer_term"": ""physical examination""}",gazetteer_exam_v1
PMC11368112_01_C0041,PMC11368112_01,19,Sign,ulcers,ulcers,2272,2278,"{""assertion"": ""present"", ""gazetteer_term"": ""ulcers""}",gazetteer_sign_v1
PMC11368112_01_C0042,PMC11368112_01,19,AnatomicalSite,lower extremities,lower extremities,2331,2348,"{""assertion"": ""present"", ""gazetteer_term"": ""lower extremities""}",gazetteer_anatomicalsite_v1
PMC11368112_01_C0043,PMC11368112_01,19,AnatomicalSite,groin,groin,2350,2355,"{""assertion"": ""present"", ""gazetteer_term"": ""groin""}",gazetteer_anatomicalsite_v1
PMC11368112_01_C0044,PMC11368112_01,19,AnatomicalSite,scrotum,scrotum,2361,2368,"{""assertion"": ""present"", ""gazetteer_term"": ""scrotum""}",gazetteer_anatomicalsite_v1
PMC11368112_01_C0045,PMC11368112_01,20,AnatomicalSite,oropharynx,oropharynx,2422,2432,"{""assertion"": ""present"", ""gazetteer_term"": ""oropharynx""}",gazetteer_anatomicalsite_v1
PMC11368112_01_C0046,PMC11368112_01,20,Sign,ulcers,ulcers,2452,2458,"{""assertion"": ""present"", ""gazetteer_term"": ""ulcers""}",gazetteer_sign_v1
PMC11368112_01_C0047,PMC11368112_01,20,AnatomicalSite,tongue,tongue,2466,2472,"{""assertion"": ""present"", ""gazetteer_term"": ""tongue""}",gazetteer_anatomicalsite_v1
PMC11368112_01_C0048,PMC11368112_01,20,AnatomicalSite,labium,labium,2477,2483,"{""assertion"": ""present"", ""gazetteer_term"": ""labium""}",gazetteer_anatomicalsite_v1
PMC11368112_01_C0049,PMC11368112_01,21,Procedure,skin biopsy,skin biopsy,2545,2556,"{""assertion"": ""present"", ""gazetteer_term"": ""skin biopsy""}",gazetteer_procedure_v1
PMC11368112_01_C0050,PMC11368112_01,21,Finding,epidermal ulceration,epidermal ulceration,2573,2593,"{""assertion"": ""present"", ""gazetteer_term"": ""epidermal ulceration""}",gazetteer_finding_v1
PMC11368112_01_C0051,PMC11368112_01,22,Diagnosis,BD,Behcet's disease,2627,2629,"{""assertion"": ""present"", ""certainty"": ""confirmed"", ""gazetteer_term"": ""BD""}",gazetteer_diagnosis_v1
PMC11368112_01_C0052,PMC11368112_01,22,Procedure,surgery,surgery,2727,2734,"{""assertion"": ""present"", ""gazetteer_term"": ""surgery""}",gazetteer_procedure_v1
PMC11368112_01_C0053,PMC11368112_01,22,Procedure,surgery,surgery,2769,2776,"{""assertion"": ""present"", ""gazetteer_term"": ""surgery""}",gazetteer_procedure_v1
PMC11368112_01_C0054,PMC11368112_01,26,AnatomicalSite,pulmonary artery,pulmonary artery,3419,3435,"{""assertion"": ""present"", ""gazetteer_term"": ""pulmonary artery""}",gazetteer_anatomicalsite_v1
PMC11368112_01_C0055,PMC11368112_01,26,Exam,CTA,computed tomography angiography,3436,3439,"{""assertion"": ""present"", ""gazetteer_term"": ""CTA""}",gazetteer_exam_v1
PMC11368112_01_C0056,PMC11368112_01,26,AnatomicalSite,right lower pulmonary branch,right lower pulmonary artery branch,3485,3513,"{""assertion"": ""present"", ""gazetteer_term"": ""right lower pulmonary branch""}",gazetteer_anatomicalsite_v1
